card_name,issuing_bank,issuing_bank_raw,card_network,categories,joining_fee,annual_fee,fee_waiver_condition,reward_rate,reward_structure,redemption_options,welcome_benefits,milestone_benefits,lounge_access,eligibility,interest_rate_apr,forex_markup,other_charges,key_features,pros,cons,rating,source_site,source_url
HDFC Bank Superia Credit Card,HDFC Bank,Best HDFC Bank,,"[""Best HDFC Bank"", ""Best HDFC Bank Credit Cards""]","Rs. 1,000 + GST","Rs. 1,000 + GST","Joining fee waived off on spending Rs. 15,000 within the first 90 days and the renewal fee waived off on spending Rs. 75,000 within one anniversary year.",,Reward Points,The earned Reward points can be redeemed against Airmiles at a rate of 1 RP = 0.7 Airmiles.,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}",The basic eligibility criteria that need to be fulfilled by the applicants in order to get approved for the HDFC Bank Superia Credit Card are as follows: The age of salaried individuals should be between 21 years and 60 years. The age of the self-employed people should be between 21 years and 65 years. Applicants should have a stable source of income. Applicants should have a good credit history.,3.49% per month,3.5% of the transaction amount,"1% fuel surcharge waiver on all fuel transactions between Rs. 400 and Rs. 5,000. | 2.5% of the withdrawn amount subject to a minimum of Rs. 500. | Rs. 99 on every redemption request.","Welcome and renewal benefit of 1,000 Reward Points. 3 Reward Points on every spend of Rs. 150. 50% more Reward Points on dining at selected restaurants. Reward Points redeemable against Airmiles and a host of other options. Complimentary Priority Pass membership. Spend-based waiver of the joining & renewal fee. 1% fuel surcharge waiver.",[],[],,cardinsider.com,https://cardinsider.com/hdfc-bank/hdfc-superia-credit-card/
HDFC Bank Titanium Edge Credit Card,HDFC Bank,Best HDFC Bank,,"[""Best HDFC Bank"", ""Best HDFC Bank Credit Cards""]",Nil,"Nil (on spending Rs. 50,000 in a year)","The renewal fee is waived off if you have spent Rs. 50,000 or more in the previous year.",,Reward Points,The earned Reward Points can be redeemed against cash at a rate of 1 RP = Re. 0.10.,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}",The eligibility criteria that need to be fulfilled in order to get approved for the HDFC Titanium Edge Credit Card are as mentioned below: The applicant should either be salaried or self-employed. The age of the salaried individuals should be between 21 years and 60 years. The age of the self-employed individuals should be between 21 years and 65 years. The applicant should have a decent credit history.,3.49% per month,3.5% on all foreign currency spends.,"1% fuel surcharge waiver on all fuel transactions between Rs. 400 and Rs. 5,000. | 2.5% of the withdrawn amount subject to a minimum of Rs. 500. | Rs. 99 on every redemption request.",No joining fee. 2 Reward Points on every spend of Rs. 150. Reward Points redeemable against cash credit. 50% more Reward Points on dining. Spend-based waiver of the renewal membership fee. 1% fuel surcharge waiver on all fuel transactions.,[],[],,cardinsider.com,https://cardinsider.com/hdfc-bank/hdfc-titanium-edge-credit-card/
HDFC Bank H.O.G Diners Club Credit Card,HDFC Bank,Best HDFC Bank,"Diners Club, Diners","[""Best HDFC Bank"", ""Best HDFC Bank Credit Cards""]","Rs. 10,000 + GST","Rs. 10,000 + GST",Renewal Fee Waived on Spends of ₹5 Lakh,,Reward Points,Redemption Via Smartbuy or Netbanking,,"H.O.G Credit Card holders who spend ₹80,000 in a month would be eligible for one out of the following two benefits- One Month Membership of Cult.fit ₹500 Vouchers of Ola, BookMyShow, or Tata CLiQ (Any One)","{""domestic"": ""Unlimited Lounge Access"", ""international"": ""Unlimited Free Lounge Visits""}",,1.99% Monthly and 23.88 Yearly,2%,1% Fuel Surcharge Waiver | 2.5% of the Total Amount | Nil,"This card is most suited for members of the Harley Owners Group. This card can be availed at a joining fee of Rs. 10,000 plus applicable taxes. Customers can avail of free unlimited international and domestic lounge access with this card.","[""Unlimited lounge access is offered for both primary and add-on credit card holders.""]","[""For a credit card with such a high joining fee, it should have offered some golf privileges.""]",,cardinsider.com,https://cardinsider.com/hdfc-bank/hog-diners-club-credit-card/
IndianOil HDFC Bank Credit Card,HDFC Bank,Best HDFC Bank,RuPay,"[""Best Fuel Credit Cards in India"", ""Best HDFC Bank"", ""Best HDFC Bank Credit Cards""]",₹500 + GST,₹500 + GST,"Renewal Fee on Annual Spends of ₹50,000",,Reward Points,"Fuel Points redeemable for Free Fuel using the complimentary IndianOil XTRAREWARDS Program (IXRP) membership at IndianOil outlets (1 FP = 96 Paise), through net-banking towards catalog products (1 FP = 20 Paise) and as cashback on the credit card (1 FP = 20 Paise)",,,"{""domestic"": ""N/A"", ""international"": ""N/A""}",Credit card applicants have to meet the below-mentioned eligibility criteria in order to apply for the IndianOil HDFC Bank Credit Card:,3.75% Per Month (45% Each Year),3.50%,1% Waiver Across All Petrol Pumps on a Minimum Transaction of ₹400. Maximum Waiver of ₹250 Each Statement Cycle | 2.5% of the amount withdrawn subject to a minimum charge of Rs 500. | ₹99 + GST,"Complimentary IndianOil XTRAREWARDS Program membership. Renewal fee waiver on annual spends of Rs 50,000 and above in the previous year. 5% of spends as Fuel Points at IndianOil outlets, groceries, and bill payments. 1 Fuel Point on every Rs 150 spent on all other purchases. Up to 50 liters of free fuel annually using an IndianOil HDFC Bank credit card. A fuel surcharge of 1% is waived on all fuel transactions at all fuel stations across India.","[""Since the HDFC IndianOil Card is available on the RuPay network, one can connect the card to UPI applications and make convenient and fast payments via their mobile.""]","[""Initially, cardholders will face a limit of 250 Fuel Points (reward earning) within the first six months of card issuance, which is then reduced to 150 Fuel Points after this period.""]",,cardinsider.com,https://cardinsider.com/hdfc-bank/indianoil-hdfc-bank-credit-card/
InterMiles HDFC Bank Diners Club Credit Card,HDFC Bank,Best HDFC Bank,"Diners Club, Diners","[""Best HDFC Bank"", ""Best HDFC Bank Credit Cards""]","Rs. 5,000 + GST","Rs. 5,000 + GST","Waiver of the renewal fee on the basis of the amount spent in the previous year, i.e., Rs. 8 Lakhs.",,Air Miles,InterMiles you be redeemed against travel-related bookings through intermiles.com.,,,"{""domestic"": ""Unlimited access to 1000+ airport lounges in India."", ""international"": ""Access to leading international lounges.""}","For salaried employees: The age should be between 21 years and 60 years. The monthly income should be Rs. 1,75,000 or more. For self-employed individuals: The age should be between 21 years and 65 years. The ITR should be more than 21 lakhs per annum.",1.99% per month,2% on all international spends,1% fuel surcharge waiver on fuel transactions. | Higher of Rs. 500 or 2.5% of the amount withdrawn. | Rs. 99 (plus applicable taxes),"Complimentary Intermiles Gold membership for the first year. Up to 25,000 bonus intermiles in the form of welcome benefit. Earn 10,000 bonus intermiles every year on spending an amount exceeding Rs. 20,000 within the first 30 days after card renewal. 8 InterMiles on every Rs. 150 spent on retail spends using your InterMiles HDFC Bank Diners Club Credit Card. 2x InterMiles on every Rs. 150 spent on flight bookings through InterMiles, and on hotel bookings through the official InterMiles website. Exclusive discount offers on Etihad Airways Tickets. Unlimited airport lounge access through the Domestic Lounge Program. Complimentary Dineout Passport Membership. Spend-based renewal fee waiver.",[],[],,cardinsider.com,https://cardinsider.com/hdfc-bank/intermiles-hdfc-bank-diners-club-credit-card/
InterMiles HDFC Bank Signature Credit Card,HDFC Bank,Best HDFC Bank,"Visa, Mastercard, Diners","[""Best HDFC Bank"", ""Best HDFC Bank Credit Cards""]","Rs. 2,500 + GST","Rs. 2,500 + GST",You can get the renewal fee waived off if you have spent Rs. 3 lacs or more in the previous year.,,Air Miles,The Inter Miles you earn through your InterMiles HDFC Bank Signature credit card can be redeemed easily on www.intermiles.com .,,,"{""domestic"": ""16 complimentary domestic lounge access at selected lounges in India."", ""international"": ""Up to 5 complimentary visits to International lounges via priority pass""}","The basic eligibility criteria (age and income requirements) that needs to be fulfilled by the applicants in order to get approved for the Intermiles HDFC Signature Credit Card is as follows: Other than this, you will be required to have a good credit score. Moreover, the bank may have some internal eligibility criteria as well, based on which, your application for this card might be approved or rejected.",3.6% per month,2% on all foreign currency spends,2.5% fuel surcharge will be replaced by a convenience fee of 1% plus GST. | 2.5% of the transacted amount or Rs. 500 (whichever is higher) | Rs. 99 (plus applicable taxes),"Welcome benefit of up to 8,000 InterMiles. 6 Inter Miles on every spend of Rs. 150 on retail purchases using your InterMiles HDFC Bank Signature Credit Card. 2x Inter Miles on every spend of Rs. 150 on flight bookings on the intermiles website. 2x Inter Miles on every spend of Rs. 150 on hotel bookings on www.intermiles.com/hotels. Complimentary Priority Pass membership. 16 complimentary domestic lounge visits per year 5 free visits to International lounges every year through the Priority Pass membership. Exclusive Dine out Passport membership. The renewal fee is waived off on spending Rs. 3 lacs or more in the previous year. 1% fuel surcharge waiver.","[""InterMiles as welcome benefit and reward points"", ""Domestic and international lounge access with Priority Pass"", ""Low forex markup fee of 2% of the transaction amount""]","[""InterMiles can only be used for travel bookings on the InterMiles website"", ""Other travel credit cards offer more redemption options""]",,cardinsider.com,https://cardinsider.com/hdfc-bank/intermiles-hdfc-bank-signature-credit-card/
InterMiles HDFC Bank Platinum Credit Card,HDFC Bank,Best HDFC Bank,"Diners Club, Diners","[""Best HDFC Bank"", ""Best HDFC Bank Credit Cards""]","Rs. 1,000 + GST","Rs. 1,000 + GST",The renewal fee can be waived off if you have spent Rs. 2.50 Lakhs or more in the previous year.,,Air Miles,The InterMiles that you have been rewarded with can easily be redeemed through www.intermiles.com.,,,"{""domestic"": ""Complimentary Lounge Access at domestic airports – 8 times in a calendar year, maximum 2 times in a quarter"", ""international"": ""NA""}",,3.6% per month (or 43.2% annually),3.5% (plus applicable taxes),Fuel surcharge waiver of 1% on a minimum spend of Rs. 400 (waiver maximum up-to Rs. 250 per billing cycle) at all the petrol pumps across India | 2.5% of amount withdrawn or Rs. 500 whichever is higher | NA,"Welcome benefit of up to 3,000 InterMiles Discount vouchers on hotel and flight bookings 4 InterMiles on every Rs. 150 spent on retail purchases made through InterMiles HDFC Bank Platinum Credit Card 8 InterMiles for every Rs. 150 spent on booking flights and hotels through the InterMiles website. 5% discount on Etihad Airways Economy class tickets and 5x InterMiles for Etihad Airways tickets booked through the intermiles website. Complimentary domestic lounge visits every year. Spend based waiver of the annual fee.",[],[],,cardinsider.com,https://cardinsider.com/hdfc-bank/intermiles-hdfc-platinum-credit-card/
Marriott Bonvoy HDFC Bank Credit Card,HDFC Bank,Best HDFC Bank,,"[""20+ Best Travel Credit Cards"", ""Best Credit Cards for United Airlines MileagePlus Miles"", ""Best Credit Cards to Earn Marriott Bonvoy Points"", ""Best Golf Credit Cards in India"", ""Best HDFC Bank"", ""Best HDFC Bank Credit Cards"", ""Best Hotel Credit Cards""]","₹3,000 + GST (~₹3,540)","₹3,000 + GST (~₹3,540)",N/A,,Reward Points,"Marriott Bonvoy points are credited to your membership account and you can redeem them for discounted hotel stays, dining offers, etc. at participating Marriott Hotels",,"You can earn up to 3 additional Free Night Awards on reaching the target spend milestone, in addition to the one you get as a welcome benefit. Get an extra free night award, worth up to 15,000 points, when you reach the target spend threshold of ₹6 lakh, ₹9 lakh, and ₹15 lakh in the card anniversary year. This benefit is only for the primary cardholder; add-on cardholders are not eligible to claim it. The free night award is credited to your Marriott Bonvoy membership account within 8 to 12 weeks.","{""domestic"": ""12 Complimentary Lounge Access at Both Domestic and International Terminals"", ""international"": ""12 Free International Lounge Visits""}","You must pass the following eligibility requirements in order to be eligible for the Marriott Bonvoy HDFC Bank credit card – Self-employed citizens of India should be between 21 and 65 years of age and must have an annual ITR of over ₹15 lakh per year. Salaried citizens of India must be between 21 and 60 years of age and have a gross monthly income exceeding ₹1 lakh. The application will be approved within 3 to 5 working days, and once approved, you will receive the credit card within seven business days.",3.75% Per Month (45% Annually),3.50%,"1% fuel surcharge waiver on transactions between Rs. 400 to Rs. 5000 | 2.5% or ₹500, Whichever is Higher | N/A","1 Free Night Award as a welcome benefit, valid for 1 year at participating Marriott hotels. Complimentary Marriott Bonvoy Silver Elite status. 8 Marriott Bonvoy Points on spends at participating Marriott hotels, 4 Marriott Bonvoy Points on travel, entertainment, and dining spends, and 2 Marriott Bonvoy Points on all other spends. Up to 3 bonus free night awards on reaching the target spend milestone. 12 Complimentary domestic and international lounge access. 2 Complimentary golf course access and golf lessons per quarter worldwide. Air accident cover, credit shield, loss liability cover, and other insurance benefits.","[""One of the major benefits of this card lies in its fee structure. With reasonable joining and annual charges, it offers significantly more value than it costs. Considering the benefits it provides at this price point, it is certainly worth having."", ""From complimentary airport lounge access to Free Night Awards as milestone benefits, this card offers numerous lifestyle and hotel benefits.""]","[""When it comes to redeeming Marriott Bonvoy Points, one needs to find the perfect opportunity for redemption. Ideally, one can get ₹0.50 per point, but it varies from property to property, meaning there is no clear redemption value for points."", ""As a welcome benefit, cardholders are offered Silver Elite status, which is one step above the basic tier. However, considering this is one of the most premium and the only co-branded Marriott offerings in India, a higher complimentary tier could have been more fitting.""]",,cardinsider.com,https://cardinsider.com/hdfc-bank/marriott-bonvoy-hdfc-bank-credit-card/
Paytm HDFC Bank Credit Card,HDFC Bank,Best HDFC Bank,,"[""Best HDFC Bank"", ""Best HDFC Bank Credit Cards""]",Rs. 500 + GST,Rs. 500 + GST,"Annual Fee is Waived on Spending ₹50,000 in a Year",,Cashback,The earned cashback is sent to the cardholders in the form of Paytm vouchers or Redeem your Cashpoints as Cashback along with other redemption options.,,"You get 1% cashback on spending ₹10,000 or more in a month. The maximum cashback that can be availed in a month is capped at ₹100, which means you can earn up to ₹1,200 cashback annually.","{""domestic"": ""N/A"", ""international"": ""N/A""}","The eligibility criteria required to be approved for the HDFC Bank Paytm Credit Card are as follows: The age of the applicants should be a minimum of 21 years. The applicant should have a stable source of income, i.e., the applicant should either be salaried or self-employed. The applicant should have a decent credit score.",3.6% per month (43.2% per annum),3.5% on all international transactions,1% fuel surcharge waiver on all fuel transactions worth Rs. 400 or more. | 2.5% of the cash amount withdrawn or Rs. 500 (whichever is higher) | Nil,"Paytm First membership as a welcome gift. Get up to 3% cashback on Paytm recharge, utility, movies, and Mini App spends. Get up to 2% cashback on other Paytm spends Get up to 1% cashback on other retail spends Earn a cashback of up to Rs. 1,200 annually under the milestone program. Spend-based waiver of monthly membership fee. 1% fuel surcharge waiver up to Rs. 250 per month.","[""This card is most useful for daily users of Paytm."", ""You get decent cashback and offers on spends made with Paytm.""]","[""There is no lounge access provided with this credit card."", ""The cashback received on transactions other than the eligible category is relatively low at 1%.""]",,cardinsider.com,https://cardinsider.com/hdfc-bank/paytm-hdfc-bank-credit-card/
Paytm HDFC Bank Mobile Credit Card,HDFC Bank,Best HDFC Bank,,"[""Best HDFC Bank"", ""Best HDFC Bank Credit Cards""]",₹149 + GST,₹149 + GST,"Annual Fee Waiver on Spends of ₹25,000",,Cashback,Redeem your Cashpoints as Cashback along with other redemption options.Re.1 Cashpoint =Re.1 Cashback for redemption against the statement balance. Re.1 Cashpoint = Re.0.3 for redemption against travel benefits like Flight & Hotel bookings and Rewards Catalogue at the SmartBuy Rewards Portal.,,"On achieving a spend of ₹10,000 or more in 3 consecutive months, you can unlock the benefits of the Paytm HDFC Bank Credit Card, which is a superior version of the Paytm HDFC Bank Mobile Credit Card.","{""domestic"": ""NA"", ""international"": ""NA""}",,3.75% per month (45% annually),3.5% on all foreign currency transactions,1% fuel surcharge waiver capped at Rs. 250 per month. | 2.5% of the transacted amount subject to a minimum of Rs. 500. | Nil,A cashback of 1%-2% on your spends on the Paytm app. An assured cashback of 0.5% on all other retail spends. Get all the exclusive benefits of the Paytm HDFC Credit Card when you reach the milestone spend. Spend-based waiver of the annual membership fee. 1% fuel surcharge waiver on all transactions above Rs. 250.,[],[],,cardinsider.com,https://cardinsider.com/hdfc-bank/paytm-hdfc-bank-mobile-credit-card/
Paytm HDFC Bank Select Credit Card,HDFC Bank,Best HDFC Bank,,"[""Best HDFC Bank"", ""Best HDFC Bank Credit Cards""]","Rs. 1,000 + GST","Rs. 1,000 + GST","Joining fee waived off on spending a minimum of Rs. 50,000 within the first 90 days of card issuance, annual fee (second year onwards) waived off on the expenditure of a minimum of Rs. 1.5 lacs in the preceding 12 months.",,Cashback,Redeem your Cashpoints as Cashback along with other redemption options.Re.1 Cashpoint =Re.1 Cashback for redemption against the statement balance. Re.1 Cashpoint = Re.0.3 for redemption against travel benefits like Flight & Hotel bookings and Rewards Catalogue at the SmartBuy Rewards Portal.,,"Gift vouchers worth Rs. 500 on spending a minimum of Rs. 50,000 (only non-EMI spends considered) in a calendar quarter. The gift voucher can be chosen from the Health & Wellness, Shopping, Entertainment, Food delivery, etc. categories. The joining fee (first year’s membership fee) of the card is waived off on a minimum expenditure of Rs. 50,000 in the first 90 days of card issuance. The annual renewal fee (second year onwards) of the card is waived on an expenditure of a minimum of Rs. 1.5 lacs in the preceding year.","{""domestic"": ""8 complimentary domestic airport lounge access every year (max 2 per quarter)"", ""international"": ""N/A""}",,3.6% per month or 43.2% annually,3.5% of the transaction amount,1% fuel surcharge waived off on fuel purchases of a minimum of Rs. 400 (maximum waived amount capped at Rs. 500 per month) | 2.5% of the transaction amount (subject to a minimum charge of Rs. 500) | Nil,"5% cashback on all purchases at Paytm Mall/Movies/Mini app. 2% cashback on all other spends on Paytm. 1% cashback on all other retail spends with the card. 8 complimentary domestic airport lounge access across the country (max 2 per quarter). Gift vouchers worth Rs. 500 on the quarterly expenditure of a minimum of Rs. 50,000. Joining fee is waived off on spending a minimum of Rs. 50,000 within 90 days of card issuance. The card’s annual membership fee (second year onwards) is waived if you spend a minimum of Rs. 1.5 lacs in the preceding year.","[""Most premium variants out of the HDFC Paytm co-branded cards"", ""5% cashback on Paytm purchases, and 2% cash back on other spends made via Paytm"", ""8 complimentary domestic lounge access, max twice per quarter""]","[""Milestone benefits could have been better"", ""The rate of cashback is just 1% on non-Paytm spends"", ""There are several better cards at Rs. 1000 membership fees""]",,cardinsider.com,https://cardinsider.com/hdfc-bank/paytm-hdfc-select-credit-card/
PhonePe HDFC Bank Ultimo Credit Card,HDFC Bank,Best HDFC Bank,RuPay,"[""Best Credit Cards for Utility Bill Payments"", ""Best HDFC Bank"", ""Best HDFC Bank Credit Cards""]",₹999 + GST,₹999 + GST,Renewal Fee Waiver on Annual Spends of ₹2 Lakh or More,,Reward Points,"1 Reward Point = ₹1 (Redemption Against Statement). 1 Reward Point = ₹0.30 When Redeemed for Airmiles, Product Catalogue or Smartbuy",,,"{""domestic"": ""2 Lounge Visits Each Quarter on Spends of ₹75,000 or More"", ""international"": ""N/A""}",,3.75% Monthly/45% Annually,3.50%,"1% Waiver on Transactions Between ₹400 and ₹5,000 (Maximum ₹250 Each Statement Cycle) | 2.5% or ₹500 (Whichever is Higher) | No Charges for Reward Point Redemption Against Statement","The PhonePe HDFC Bank Ultimo Credit Card is the ideal credit card for making utility bill payments, spending via PhonePe, and UPI payments. Apart from all the savings via PhonePe, cardholders can also earn 5% Reward Points on popular online platforms like Flipkart, Amazon, Ajio, Swiggy, Zomato, and more. One can take advantage of free airport lounge access and relax before their journey. 1% fuel surcharge waiver allows cardholders to refuel their vehicles without having to pay extra.","[""10% Reward Points on bill payments via PhonePe up to 1,000 Reward Points, is quite generous. This is a benefit that most of us can take advantage of, as we all have electricity, mobile recharges, and other bills that we need to pay on a regular basis.""]","[""Although the PhonePe HDFC Ultimo Credit Card offers free airport lounge access, it requires a minimum spending of ₹75,000 or more each quarter, making it suitable only for high spenders.""]",,cardinsider.com,https://cardinsider.com/hdfc-bank/phonepe-hdfc-bank-ultimo-credit-card/
PhonePe HDFC Bank Uno Credit Card,HDFC Bank,Best HDFC Bank,RuPay,"[""Best Credit Cards for Beginners"", ""Best Credit Cards for Utility Bill Payments"", ""Best HDFC Bank"", ""Best HDFC Bank Credit Cards""]",₹499 + GST,₹499 + GST,Renewal Fee Waiver on Annual Spends of ₹1 Lakh or More,,Reward Points,"1 Reward Point = ₹1 (Redemption Against Statement). 1 Reward Point = ₹0.30 When Redeemed for Airmiles, Product Catalogue or Smartbuy","50% of the Joining Fee, which amounts to ₹249, is provided as a PhonePe Gift Card for your first RuPay credit card (CC) transaction using UPI on the PhonePe app. The remaining 50% of the Joining Fee is distributed across 10 subsequent Rupay CC UPI transactions, offering a Gift Card of ₹25 for each transaction.",,"{""domestic"": ""N/A"", ""international"": ""N/A""}",,3.75% Monthly/45% Annually,3.50%,"1% Waiver on Transactions Between ₹400 and ₹5,000 (Maximum ₹250 Each Statement Cycle) | 2.5% or ₹500 (Whichever is Higher) | No Charges for Reward Point Redemption Against Statement","PhonePe HDFC Uno Credit Card is available on the RuPay network. Cardholders can earn 2% Rewards on bill payments, recharges, and more through PhonePe. Scan and Pay payments are eligible for 1% Reward Points. 1 Reward Point = ₹1.","[""This card comes at an affordable price of ₹499.""]","[""There are no lifestyle perks, such as airport lounge access, offered with this card. This is primarily due to its low fees.""]",,cardinsider.com,https://cardinsider.com/hdfc-bank/phonepe-hdfc-bank-uno-credit-card/
Shoppers Stop Black HDFC Bank Credit Card,HDFC Bank,Best HDFC Bank,,"[""Best HDFC Bank"", ""Best HDFC Bank Credit Cards""]","₹4,500 + GST","₹4,500 + GST",N/A,,Reward Points,The points can be redeemed against the purchases made at the Shoppers Stop Outlet or through their official website.,"You get a Shoppers Stop voucher worth ₹4,500 as a welcome gift, which will be redeemable on shopping at Shoppers Stop.","Earn ₹1,500 per month for a single purchase of ₹50,000 or more on Shoppers Stop over the weekend (capped to once a month and a maximum of once a month and 5 times a year). Friday, Saturday, and Sunday can be considered as the weekend.","{""domestic"": ""16 complimentary lounge access at domestic airports (maximum 4 times in a quarter)."", ""international"": ""Complimentary Lounge Access at international airports – 8 times in a calendar year, maximum 2 times in a quarter""}","The eligibility criteria to be the owner of the Shoppers Stop Black HDFC Credit Card are as follows: In the case of a salaried individual, the minimum age of the applicant should be 21 years, the maximum age of the applicant should be 60 years, and his net monthly income should be more than ₹70,000. In the case of a self-employed individual, the minimum age of the applicant should be 21 years, and the maximum age of the applicant should be 65 years, and he should be submitting an ITR (Income Tax Return) of more than ₹8.4 Lakhs.",3.75% Per Month (or 45% Annually),3.5% + GST,"Fuel surcharge waiver of 1%, maximum up-to Rs. 500 per statement cycle, at all the petrol pumps across India | 2.5% of amount withdrawn or Rs. 500 whichever is higher | ₹50 for Cash Redemption and ₹99 for Other Reward Redemptions","Complimentary First Citizen BLACK membership. Get 7% Reward Points on every SS spends. Maximum cap at 2,000 Reward Points per month 2% Reward Points on Non-SS spends. Maximum cap at 2,000 Reward Points per month Complimentary access to the domestic lounge and international lounge.","[""Enjoy a complimentary First Citizen Black membership worth ₹4,500."", ""Get 16 domestic and 8 international lounge access annually with a Shoppers Stop Black HDFC Bank Credit Card.""]","[""This card does not provide any dining or movie benefits."", ""The Shoppers Stop Credit Card comes at a high joining and annual charge of ₹4,500 + GST.""]",,cardinsider.com,https://cardinsider.com/hdfc-bank/shoppers-stop-black-hdfc-credit-card/
